ID,PID,parent_id,RELS_EXT_hasModel_uri_s,utk_mods_abstract_ms,utk_mods_abstract_mt,utk_mods_accessCondition_use_and_reproduction_ms,utk_mods_accessCondition_use_and_reproduction_mt,utk_mods_typeOfResource_ms,utk_mods_typeOfResource_mt,utk_mods_originInfo_dateIssued_edtf_mt,utk_mods_name_role_mt,utk_mods_name_role_ms,utk_mods_originInfo_dateIssued_mt,utk_mods_originInfo_dateIssued_ms,utk_mods_subject_topic_facet_mt,utk_mods_subject_topic_facet_ms,utk_mods_titleInfo_title_mt,utk_mods_titleInfo_title_ms,utk_mods_location_physicalLocation_ms,utk_mods_location_physicalLocation_mt,utk_mods_language_languageTerm_text_ms,utk_mods_language_languageTerm_text_mt,utk_mods_recordInfo_recordContentSource_mt,utk_mods_recordInfo_recordContentSource_ms,utk_mods_identifier_ms,utk_mods_identifier_mt,utk_mods_originInfo_place_placeTerm_mt,utk_mods_originInfo_place_placeTerm_ms,utk_mods_subject_topic_ms,utk_mods_subject_topic_mt,utk_mods_relatedItem_host_Project_titleInfo_title_ms,utk_mods_relatedItem_host_Project_titleInfo_title_mt,utk_mods_physicalDescription_form_authority_ms,utk_mods_physicalDescription_form_authority_mt
2,druid:2,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 64,Druid: a humanities magazine. : page 64,,,,,,,,,,,,,,,,
193,druid:193,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 39,Druid: a humanities magazine. : page 39,,,,,,,,,,,,,,,,
199,druid:199,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 36,Druid: a humanities magazine. : page 36,,,,,,,,,,,,,,,,
200,druid:200,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 13,Druid: a humanities magazine. : page 13,,,,,,,,,,,,,,,,
203,druid:203,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 34,Druid: a humanities magazine. : page 34,,,,,,,,,,,,,,,,
38,druid:38,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 37,Druid: a humanities magazine. : page 37,,,,,,,,,,,,,,,,
25,druid:25,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 27,Druid: a humanities magazine. : page 27,,,,,,,,,,,,,,,,
30,druid:30,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 41,Druid: a humanities magazine. : page 41,,,,,,,,,,,,,,,,
32,druid:32,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 40,Druid: a humanities magazine. : page 40,,,,,,,,,,,,,,,,
37,druid:37,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 15,Druid: a humanities magazine. : page 15,,,,,,,,,,,,,,,,
27,druid:27,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 20,Druid: a humanities magazine. : page 20,,,,,,,,,,,,,,,,
3,druid:3,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 63,Druid: a humanities magazine. : page 63,,,,,,,,,,,,,,,,
42,druid:42,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 35,Druid: a humanities magazine. : page 35,,,,,,,,,,,,,,,,
35,druid:35,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 16,Druid: a humanities magazine. : page 16,,,,,,,,,,,,,,,,
41,druid:41,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 13,Druid: a humanities magazine. : page 13,,,,,,,,,,,,,,,,
44,druid:44,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 34,Druid: a humanities magazine. : page 34,,,,,,,,,,,,,,,,
50,druid:50,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 21,Druid: a humanities magazine. : page 21,,,,,,,,,,,,,,,,
56,druid:56,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 26,Druid: a humanities magazine. : page 26,,,,,,,,,,,,,,,,
43,druid:43,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 12,Druid: a humanities magazine. : page 12,,,,,,,,,,,,,,,,
49,druid:49,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 9,Druid: a humanities magazine. : page 9,,,,,,,,,,,,,,,,
40,druid:40,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 36,Druid: a humanities magazine. : page 36,,,,,,,,,,,,,,,,
94,druid:94,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 15,Druid: a humanities magazine. : page 15,,,,,,,,,,,,,,,,
91,druid:91,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 39,Druid: a humanities magazine. : page 39,,,,,,,,,,,,,,,,
84,druid:84,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 20,Druid: a humanities magazine. : page 20,,,,,,,,,,,,,,,,
62,druid:62,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 23,Druid: a humanities magazine. : page 23,,,,,,,,,,,,,,,,
64,druid:64,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 22,Druid: a humanities magazine. : page 22,,,,,,,,,,,,,,,,
57,druid:57,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 5,Druid: a humanities magazine. : page 5,,,,,,,,,,,,,,,,
54,druid:54,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 7,Druid: a humanities magazine. : page 7,,,,,,,,,,,,,,,,
7,druid:7,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 59,Druid: a humanities magazine. : page 59,,,,,,,,,,,,,,,,
99,druid:99,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 35,Druid: a humanities magazine. : page 35,,,,,,,,,,,,,,,,
97,druid:97,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 36,Druid: a humanities magazine. : page 36,,,,,,,,,,,,,,,,
81,druid:81,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 44,Druid: a humanities magazine. : page 44,,,,,,,,,,,,,,,,
96,druid:96,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 14,Druid: a humanities magazine. : page 14,,,,,,,,,,,,,,,,
55,druid:55,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 6,Druid: a humanities magazine. : page 6,,,,,,,,,,,,,,,,
53,druid:53,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 30,Druid: a humanities magazine. : page 30,,,,,,,,,,,,,,,,
48,druid:48,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 32,Druid: a humanities magazine. : page 32,,,,,,,,,,,,,,,,
45,druid:45,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 11,Druid: a humanities magazine. : page 11,,,,,,,,,,,,,,,,
60,druid:60,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 4,Druid: a humanities magazine. : page 4,,,,,,,,,,,,,,,,
58,druid:58,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 25,Druid: a humanities magazine. : page 25,,,,,,,,,,,,,,,,
52,druid:52,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 8,Druid: a humanities magazine. : page 8,,,,,,,,,,,,,,,,
5,druid:5,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 61,Druid: a humanities magazine. : page 61,,,,,,,,,,,,,,,,
6,druid:6,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 60,Druid: a humanities magazine. : page 60,,,,,,,,,,,,,,,,
65,druid:65,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 1,Druid: a humanities magazine. : page 1,,,,,,,,,,,,,,,,
59,druid:59,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 24,Druid: a humanities magazine. : page 24,,,,,,,,,,,,,,,,
46,druid:46,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 33,Druid: a humanities magazine. : page 33,,,,,,,,,,,,,,,,
39,druid:39,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 14,Druid: a humanities magazine. : page 14,,,,,,,,,,,,,,,,
36,druid:36,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 38,Druid: a humanities magazine. : page 38,,,,,,,,,,,,,,,,
51,druid:51,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 31,Druid: a humanities magazine. : page 31,,,,,,,,,,,,,,,,
67,druid:67,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 56,Druid: a humanities magazine. : page 56,,,,,,,,,,,,,,,,
69,druid:69,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 54,Druid: a humanities magazine. : page 54,,,,,,,,,,,,,,,,
61,druid:61,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 3,Druid: a humanities magazine. : page 3,,,,,,,,,,,,,,,,
74,druid:74,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 49,Druid: a humanities magazine. : page 49,,,,,,,,,,,,,,,,
63,druid:63,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 2,Druid: a humanities magazine. : page 2,,,,,,,,,,,,,,,,
71,druid:71,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 52,Druid: a humanities magazine. : page 52,,,,,,,,,,,,,,,,
73,druid:73,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 50,Druid: a humanities magazine. : page 50,,,,,,,,,,,,,,,,
9,druid:9,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 57,Druid: a humanities magazine. : page 57,,,,,,,,,,,,,,,,
8,druid:8,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 58,Druid: a humanities magazine. : page 58,,,,,,,,,,,,,,,,
92,druid:92,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 16,Druid: a humanities magazine. : page 16,,,,,,,,,,,,,,,,
87,druid:87,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 41,Druid: a humanities magazine. : page 41,,,,,,,,,,,,,,,,
77,druid:77,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 46,Druid: a humanities magazine. : page 46,,,,,,,,,,,,,,,,
150,druid:150,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 31,Druid: a humanities magazine. : page 31,,,,,,,,,,,,,,,,
15,druid:15,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 51,Druid: a humanities magazine. : page 51,,,,,,,,,,,,,,,,
154,druid:154,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 6,Druid: a humanities magazine. : page 6,,,,,,,,,,,,,,,,
152,druid:152,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 30,Druid: a humanities magazine. : page 30,,,,,,,,,,,,,,,,
139,druid:139,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 14,Druid: a humanities magazine. : page 14,,,,,,,,,,,,,,,,
147,druid:147,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 10,Druid: a humanities magazine. : page 10,,,,,,,,,,,,,,,,
145,druid:145,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 11,Druid: a humanities magazine. : page 11,,,,,,,,,,,,,,,,
148,druid:148,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 32,Druid: a humanities magazine. : page 32,,,,,,,,,,,,,,,,
153,druid:153,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 7,Druid: a humanities magazine. : page 7,,,,,,,,,,,,,,,,
155,druid:155,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 26,Druid: a humanities magazine. : page 26,,,,,,,,,,,,,,,,
156,druid:156,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 5,Druid: a humanities magazine. : page 5,,,,,,,,,,,,,,,,
158,druid:158,123,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 24,Druid: a humanities magazine. : page 24,,,,,,,,,,,,,,,,
89,druid:89,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 40,Druid: a humanities magazine. : page 40,,,,,,,,,,,,,,,,
86,druid:86,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 19,Druid: a humanities magazine. : page 19,,,,,,,,,,,,,,,,
70,druid:70,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 53,Druid: a humanities magazine. : page 53,,,,,,,,,,,,,,,,
79,druid:79,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 45,Druid: a humanities magazine. : page 45,,,,,,,,,,,,,,,,
68,druid:68,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 55,Druid: a humanities magazine. : page 55,,,,,,,,,,,,,,,,
76,druid:76,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 47,Druid: a humanities magazine. : page 47,,,,,,,,,,,,,,,,
208,druid:208,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 9,Druid: a humanities magazine. : page 9,,,,,,,,,,,,,,,,
83,druid:83,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 43,Druid: a humanities magazine. : page 43,,,,,,,,,,,,,,,,
75,druid:75,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 48,Druid: a humanities magazine. : page 48,,,,,,,,,,,,,,,,
82,druid:82,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 27,Druid: a humanities magazine. : page 27,,,,,,,,,,,,,,,,
72,druid:72,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 51,Druid: a humanities magazine. : page 51,,,,,,,,,,,,,,,,
85,druid:85,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 42,Druid: a humanities magazine. : page 42,,,,,,,,,,,,,,,,
88,druid:88,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 18,Druid: a humanities magazine. : page 18,,,,,,,,,,,,,,,,
93,druid:93,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 38,Druid: a humanities magazine. : page 38,,,,,,,,,,,,,,,,
90,druid:90,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 17,Druid: a humanities magazine. : page 17,,,,,,,,,,,,,,,,
98,druid:98,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 13,Druid: a humanities magazine. : page 13,,,,,,,,,,,,,,,,
95,druid:95,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 37,Druid: a humanities magazine. : page 37,,,,,,,,,,,,,,,,
78,druid:78,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 29,Druid: a humanities magazine. : page 29,,,,,,,,,,,,,,,,
80,druid:80,66,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 28,Druid: a humanities magazine. : page 28,,,,,,,,,,,,,,,,
20,druid:20,1,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 46,Druid: a humanities magazine. : page 46,,,,,,,,,,,,,,,,
198,druid:198,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 14,Druid: a humanities magazine. : page 14,,,,,,,,,,,,,,,,
205,druid:205,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 33,Druid: a humanities magazine. : page 33,,,,,,,,,,,,,,,,
202,druid:202,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 12,Druid: a humanities magazine. : page 12,,,,,,,,,,,,,,,,
170,druid:170,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 55,Druid: a humanities magazine. : page 55,,,,,,,,,,,,,,,,
178,druid:178,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 47,Druid: a humanities magazine. : page 47,,,,,,,,,,,,,,,,
176,druid:176,160,info:fedora/islandora:pageCModel,,,,,,,,,,,,,,Druid: a humanities magazine. : page 49,Druid: a humanities magazine. : page 49,,,,,,,,,,,,,,,,
